Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
7945	1	-64.63139	-69.22732	4.595931	0.003364275
7946	0	-65.64837	-70.00174	4.353376	0.00428777
7947	1	-65.69654	-70.37499	4.678452	0.003097796
7948	0	-64.65285	-69.08992	4.437067	0.003943529
7949	1	-64.77193	-69.38335	4.61142	0.003312564
7950	0	-66.13409	-70.83543	4.701336	0.003027712
7951	1	-66.59759	-70.89793	4.300338	0.004521323
7952	0	-64.39065	-68.94665	4.556008	0.003501302
7953	1	-64.36859	-68.91839	4.549794	0.003523127
7954	0	-64.60386	-69.04725	4.443386	0.003918688
7955	1	-64.38815	-68.94351	4.55536	0.003503574
7956	0	-65.40732	-69.77684	4.369523	0.004219092
7957	1	-64.94991	-69.35574	4.405833	0.004068647
7958	0	-64.35916	-68.84993	4.49077	0.003737336
7959	1	-64.92757	-69.55345	4.625889	0.003264981
7960	0	-64.39848	-68.87773	4.479246	0.003780655
7961	1	-64.32981	-68.83417	4.504358	0.003686898
7962	0	-64.80948	-69.22891	4.419426	0.004013712
7963	1	-64.70958	-69.13987	4.430289	0.003970349
7964	0	-64.74296	-69.35141	4.608456	0.003322399
7965	1	-64.32717	-68.85858	4.53141	0.003588496
7966	0	-64.63252	-69.22859	4.596068	0.003363812
7967	1	-64.31912	-68.83699	4.517867	0.003637425
7968	0	-64.3333	-68.86878	4.535482	0.003573911
7969	1	-64.46959	-68.93377	4.464181	0.00383804
7970	0	-64.78118	-69.39353	4.612346	0.003309499
7971	1	-66.5726	-71.29408	4.721483	0.002967324
7972	0	-64.35715	-68.84864	4.491486	0.003734662
7973	1	-64.5844	-69.17437	4.589969	0.003384392
7974	0	-64.85304	-69.26807	4.415029	0.0040314
7975	1	-65.02265	-69.42202	4.399367	0.004095038
7976	0	-64.66306	-69.26276	4.599692	0.003351643
7977	1	-64.52291	-69.10419	4.581279	0.003413929
7978	0	-64.32096	-68.84588	4.524927	0.003611836
7979	1	-65.03723	-69.43534	4.39811	0.004100187
7980	0	-64.32196	-68.83331	4.511354	0.003661192
7981	1	-64.92753	-69.33542	4.407893	0.004060271
7982	0	-64.56838	-69.15619	4.587813	0.003391694
7983	1	-64.43456	-68.90558	4.47102	0.00381188
7984	0	-66.42869	-71.14382	4.715122	0.002986259
7985	1	-64.92203	-69.33043	4.408405	0.004058192
7986	0	-65.83227	-70.17424	4.341973	0.004336945
7987	1	-65.24592	-69.62723	4.381306	0.004169671
7988	0	-64.55742	-69.14371	4.586298	0.003396838
7989	1	-65.934	-70.26995	4.335945	0.004363167
7990	0	-64.90508	-69.52901	4.623928	0.003271391
7991	1	-65.55092	-70.22092	4.67	0.003124091
7992	0	-64.33039	-68.86409	4.533695	0.003580304
7993	1	-64.41943	-68.89372	4.474289	0.003799442
7994	0	-64.33187	-68.8665	4.534632	0.003576953
7995	1	-64.93766	-69.56442	4.626757	0.003262148
7996	0	-64.95766	-69.58612	4.628456	0.003256612
7997	1	-64.42605	-68.99027	4.564212	0.003472694
7998	0	-64.67083	-69.10569	4.434862	0.003952233
7999	1	-64.3816	-68.9352	4.553597	0.003509754
8000	0	-65.31208	-69.96699	4.65491	0.00317159
8001	1	-64.75924	-69.18398	4.424739	0.003992444
8002	0	-64.59949	-69.04346	4.443975	0.00391638
8003	1	-64.41909	-68.98182	4.562724	0.003477868
8004	0	-64.36114	-68.85122	4.49008	0.003739914
8005	1	-64.40343	-68.88145	4.478021	0.003785289
8006	0	-65.04468	-69.44215	4.397474	0.004102799
8007	1	-66.2115	-70.53185	4.320352	0.004431733
8008	0	-64.93414	-69.34142	4.407281	0.00406276
8009	1	-64.40942	-68.88601	4.476585	0.003790729
8010	0	-64.34298	-68.84017	4.497191	0.003713414
8011	1	-65.96866	-70.66173	4.693068	0.003052847
8012	0	-64.40623	-68.88357	4.477345	0.003787847
8013	1	-64.50275	-68.96115	4.4584	0.003860294
8014	0	-64.41718	-68.89197	4.474795	0.003797519
8015	1	-65.64555	-69.99911	4.353556	0.004286998
8016	0	-64.39865	-68.87786	4.479202	0.00378082
8017	1	-66.32668	-70.64088	4.314197	0.004459095
8018	0	-64.39561	-68.87558	4.479973	0.003777908
8019	1	-64.72379	-69.33023	4.606437	0.003329114
8020	0	-64.32357	-68.8518	4.528227	0.003599935
8021	1	-64.71168	-69.14173	4.430048	0.003971307
8022	0	-64.48555	-68.94687	4.461328	0.003849004
8023	1	-64.41273	-68.88854	4.475814	0.003793652
8024	0	-64.97799	-69.38129	4.403296	0.004078979
8025	1	-64.33155	-68.86598	4.534431	0.003577672
8026	0	-64.5459	-68.99749	4.451596	0.003886649
8027	1	-64.58463	-69.17463	4.589999	0.003384288
8028	0	-64.99572	-69.62734	4.631614	0.003246342
8029	1	-64.37268	-68.92371	4.551036	0.003518753
8030	0	-64.90896	-69.31859	4.409631	0.004053222
8031	1	-64.59698	-69.0413	4.444315	0.00391505
8032	0	-66.02216	-70.71795	4.695788	0.003044554
8033	1	-64.37876	-68.8633	4.484548	0.003760663
8034	0	-64.32163	-68.84755	4.525922	0.003608242
8035	1	-64.3508	-68.89444	4.543646	0.003544854
8036	0	-64.81687	-69.4327	4.615832	0.003297984
8037	1	-64.31939	-68.83577	4.516385	0.003642821
8038	0	-64.75707	-69.18205	4.424975	0.003991502
8039	1	-64.83014	-69.24746	4.417319	0.004022182
8040	0	-65.19139	-69.83795	4.646557	0.003198194
8041	1	-64.31907	-68.83806	4.518987	0.003633354
8042	0	-64.35617	-68.84801	4.491844	0.003733325
8043	1	-64.3211	-68.84625	4.52515	0.00361103
8044	0	-64.32099	-68.83374	4.512751	0.003656081
8045	1	-65.02268	-69.65648	4.633796	0.003239268
8046	0	-64.54534	-68.99702	4.45168	0.003886323
8047	1	-64.61368	-69.05576	4.442079	0.003923813
8048	0	-64.38346	-68.86667	4.483213	0.003765686
8049	1	-64.61295	-69.2066	4.59365	0.003371956
8050	0	-64.52866	-68.98289	4.45423	0.003876425
8051	1	-65.20035	-69.58516	4.384807	0.004155099
8052	0	-64.95718	-69.58559	4.628415	0.003256744
8053	1	-64.43631	-68.90696	4.470657	0.003813267
8054	0	-64.46287	-68.9283	4.465426	0.003833265
8055	1	-65.16129	-69.54917	4.387877	0.004142363
8056	0	-66.27066	-70.97852	4.707863	0.003008013
8057	1	-65.41999	-70.08193	4.66194	0.003149373
8058	0	-65.39609	-70.05651	4.660415	0.003154178
8059	1	-65.94935	-70.2844	4.335051	0.004367069
8060	0	-65.46692	-69.83231	4.365384	0.00423659
8061	1	-64.40626	-68.96609	4.559832	0.003487938
8062	0	-64.45487	-69.02478	4.569906	0.003452977
8063	1	-64.38446	-68.86739	4.482936	0.00376673
8064	0	-64.9725	-69.6022	4.629698	0.003252568
8065	1	-65.65325	-70.32924	4.675991	0.00310543
8066	0	-64.32044	-68.84446	4.524023	0.003615101
8067	1	-64.50722	-68.96488	4.457661	0.003863147
8068	0	-65.02908	-69.66339	4.634307	0.003237613
8069	1	-64.3245	-68.85363	4.529139	0.003596654
8070	0	-64.57134	-69.01922	4.447879	0.00390112
8071	1	-64.55239	-69.13798	4.585591	0.003399239
8072	0	-64.56829	-69.15609	4.587801	0.003391736
8073	1	-65.10344	-69.49599	4.392552	0.00412304
8074	0	-65.16231	-69.80676	4.644455	0.003204923
8075	1	-64.71515	-69.1448	4.42965	0.003972885
8076	0	-65.12306	-69.51401	4.390949	0.004129657
8077	1	-64.48714	-69.06273	4.575593	0.003433395
8078	0	-64.46352	-69.03502	4.571494	0.0034475
8079	1	-64.46901	-69.04149	4.572475	0.003444118
8080	0	-64.4516	-69.02089	4.569293	0.003455095
8081	1	-65.74669	-70.09388	4.347193	0.004314364
8082	0	-64.36701	-68.85514	4.488129	0.00374722
8083	1	-64.97413	-69.37777	4.403642	0.004077569
8084	0	-64.3326	-68.83518	4.502574	0.003693479
8085	1	-64.32284	-68.85027	4.52743	0.003602805
8086	0	-64.44333	-68.91255	4.469222	0.003818741
8087	1	-64.45125	-68.9189	4.46765	0.003824751
8088	0	-64.49505	-68.95475	4.459692	0.003855307
8089	1	-64.3238	-68.83305	4.509246	0.003668918
8090	0	-64.64349	-69.08173	4.438237	0.003938916
8091	1	-64.45999	-68.92596	4.46597	0.003831182
8092	0	-64.42096	-68.89491	4.473946	0.003800743
8093	1	-64.70389	-69.13483	4.430947	0.003967738
8094	0	-64.32481	-68.85425	4.529434	0.003595595
8095	1	-64.32225	-68.83323	4.510977	0.003662572
8096	0	-64.32149	-68.83348	4.511997	0.003658839
8097	1	-65.01241	-69.64538	4.632969	0.003241945
8098	0	-64.34661	-68.84221	4.495597	0.003719338
8099	1	-65.00277	-69.40388	4.4011	0.004087945
8100	0	-64.38696	-68.86921	4.482251	0.003769311
8101	1	-64.38361	-68.93776	4.554147	0.003507826
8102	0	-65.217	-69.60052	4.383518	0.004160458
8103	1	-64.82989	-69.44696	4.617071	0.003293901
8104	0	-64.46587	-68.93074	4.464867	0.003835407
8105	1	-64.39233	-68.87315	4.480822	0.003774702
8106	0	-64.76019	-69.18483	4.424636	0.003992856
8107	1	-64.3952	-68.95237	4.557165	0.003497253
8108	0	-65.83215	-70.17413	4.34198	0.004336913
8109	1	-64.32906	-68.86186	4.532799	0.003583515
8110	0	-64.42647	-68.89921	4.47274	0.003805333
8111	1	-64.70571	-69.31019	4.604486	0.003335614
8112	0	-64.4575	-68.92394	4.466444	0.003829366
8113	1	-64.60908	-69.05177	4.442689	0.003921419
8114	0	-64.68443	-69.28656	4.60213	0.003343481
8115	1	-64.32092	-68.83378	4.512855	0.0036557
8116	0	-64.94674	-69.35287	4.406122	0.00406747
8117	1	-64.33764	-68.87549	4.537846	0.003565475
8118	0	-64.50312	-68.96146	4.458337	0.003860535
8119	1	-64.3525	-68.8968	4.544299	0.003542539
8120	0	-64.34494	-68.88619	4.541252	0.003553351
8121	1	-64.43702	-69.00348	4.566462	0.00346489
8122	0	-64.57194	-69.01973	4.447794	0.003901452
8123	1	-64.81899	-69.23744	4.418451	0.00401763
8124	0	-64.62695	-69.0673	4.440347	0.003930614
8125	1	-64.54863	-68.99982	4.451187	0.003888237
8126	0	-65.08806	-69.72697	4.638912	0.003222738
8127	1	-64.32377	-68.83305	4.509279	0.003668799
8128	0	-64.33444	-68.83594	4.501501	0.003697444
8129	1	-64.32377	-68.83305	4.509279	0.003668799
8130	0	-64.61243	-69.20601	4.593584	0.003372179
8131	1	-65.17612	-69.82158	4.645458	0.003201711
8132	0	-66.774	-71.50403	4.730031	0.002942065
8133	1	-64.53471	-68.988	4.453294	0.003880053
8134	0	-64.33515	-68.83626	4.501101	0.003698924
8135	1	-65.2953	-69.94908	4.653781	0.003175172
8136	0	-64.33186	-68.83489	4.50303	0.003691797
8137	1	-65.72574	-70.40583	4.68009	0.003092727
8138	0	-64.33736	-68.87506	4.537701	0.003565991
8139	1	-64.31976	-68.84228	4.522523	0.003620529
8140	0	-64.50076	-68.95949	4.458731	0.003859016
8141	1	-64.39337	-68.95007	4.556703	0.003498869
8142	0	-64.61402	-69.05606	4.442035	0.003923987
8143	1	-64.31913	-68.83912	4.519982	0.00362974
8144	0	-67.0794	-71.35685	4.277456	0.004625972
8145	1	-65.30289	-69.67993	4.377043	0.004187484
8146	0	-64.40167	-68.88012	4.478454	0.003783651
8147	1	-64.88653	-69.29829	4.411766	0.004044579
8148	0	-66.33768	-70.65129	4.313619	0.004461676
8149	1	-64.45015	-68.91802	4.467865	0.003823928
8150	0	-64.32206	-68.83328	4.51122	0.003661683
8151	1	-65.18228	-69.5685	4.386219	0.004149235
8152	0	-64.45085	-68.91858	4.467729	0.003824448
8153	1	-65.06549	-69.4612	4.395709	0.004110044
8154	0	-64.5019	-68.96044	4.458541	0.00385975
8155	1	-64.72027	-69.14934	4.429067	0.003975204
8156	0	-66.12155	-70.44683	4.325282	0.00440994
8157	1	-64.68344	-69.28546	4.602019	0.003343853
8158	0	-64.70069	-69.13201	4.431318	0.003966264
8159	1	-65.34429	-69.71831	4.374018	0.004200169
8160	0	-66.26557	-70.58301	4.317442	0.00444465
8161	1	-65.00751	-69.64008	4.632573	0.003243232
8162	0	-64.32223	-68.84895	4.526713	0.00360539
8163	1	-64.45617	-68.92287	4.466697	0.003828395
8164	0	-64.57488	-69.16357	4.588696	0.003388702
8165	1	-66.23414	-70.55327	4.319129	0.004437157
8166	0	-64.69477	-69.29806	4.603284	0.003339626
8167	1	-64.56431	-69.15156	4.587255	0.003393589
8168	0	-64.32273	-68.85004	4.527309	0.003603242
8169	1	-64.58872	-69.17926	4.590538	0.003382467
8170	0	-64.35768	-68.90387	4.546191	0.003535845
8171	1	-64.31986	-68.8348	4.514937	0.003648098
8172	0	-64.31943	-68.84093	4.521503	0.003624222
8173	1	-64.97034	-69.59986	4.629518	0.003253154
8174	0	-64.56589	-69.01455	4.448659	0.00389808
8175	1	-64.74978	-69.35895	4.609163	0.003320049
8176	0	-64.75419	-69.17948	4.42529	0.003990248
8177	1	-64.62926	-69.22493	4.59567	0.00336515
8178	0	-64.69006	-69.12262	4.432564	0.003961325
8179	1	-64.44448	-68.91347	4.468989	0.00381963
8180	0	-64.36025	-68.85064	4.490388	0.003738765
8181	1	-64.98133	-69.61176	4.630431	0.003250185
8182	0	-64.94467	-69.35098	4.406312	0.004066698
8183	1	-64.35727	-68.90332	4.546047	0.003536353
8184	0	-64.3289	-68.86159	4.532687	0.003583916
8185	1	-64.35587	-68.84782	4.491954	0.003732913
8186	0	-64.34484	-68.8412	4.496363	0.003716493
8187	1	-64.78131	-69.39367	4.612359	0.003309455
8188	0	-64.42274	-68.98625	4.563509	0.003475137
8189	1	-64.61548	-69.20945	4.593967	0.003370886
8190	0	-65.35726	-70.01516	4.657899	0.003162124
8191	1	-64.31915	-68.83681	4.517663	0.003638167
8192	0	-65.22313	-69.60617	4.383046	0.00416242
8193	1	-65.43635	-69.80385	4.367494	0.004227662
8194	0	-64.32323	-68.85109	4.52786	0.003601256
8195	1	-64.5759	-69.02314	4.447233	0.003903643
8196	0	-64.36823	-68.91791	4.549679	0.003523531
8197	1	-64.51529	-68.97164	4.456347	0.003868226
8198	0	-64.48107	-69.05564	4.57457	0.003436911
8199	1	-64.47792	-69.05195	4.574029	0.003438769
8200	0	-64.35991	-68.85042	4.490507	0.003738319
8201	1	-66.6065	-70.90639	4.299896	0.004523323
8202	0	-64.44579	-68.91452	4.468728	0.003820627
8203	1	-64.3898	-68.87129	4.481488	0.003772187
8204	0	-64.45866	-68.92488	4.466222	0.003830216
8205	1	-64.47699	-69.05086	4.573869	0.00343932
8206	0	-64.33348	-68.86907	4.535591	0.003573523
8207	1	-64.89393	-69.51687	4.622941	0.003274621
8208	0	-64.38377	-68.8669	4.483127	0.003766011
8209	1	-64.47251	-69.0456	4.573091	0.003441998
8210	0	-64.35459	-68.84702	4.492427	0.003731149
8211	1	-64.34944	-68.89256	4.543114	0.00354674
8212	0	-64.75562	-69.36539	4.609764	0.003318056
8213	1	-64.65602	-69.25489	4.598872	0.003354395
8214	0	-64.47286	-68.93644	4.463585	0.003840328
8215	1	-64.41992	-68.98282	4.562903	0.003477244
8216	0	-64.68715	-69.12006	4.432908	0.003959964
8217	1	-64.32381	-68.85228	4.528468	0.003599067
8218	0	-64.53407	-68.98747	4.453392	0.003879674
8219	1	-64.31945	-68.84103	4.521583	0.003623934
8220	0	-64.33712	-68.8747	4.537578	0.00356643
8221	1	-64.86874	-69.28223	4.413487	0.004037623
8222	0	-64.45655	-68.92317	4.466625	0.00382867
8223	1	-64.32678	-68.83336	4.506583	0.003678703
8224	0	-64.32215	-68.83326	4.511104	0.00366211
8225	1	-66.41592	-70.72546	4.309541	0.004479905
8226	0	-64.88896	-69.30049	4.411532	0.004045524
8227	1	-64.34334	-68.84037	4.497029	0.003714017
8228	0	-66.15627	-70.47964	4.323365	0.004418399
8229	1	-64.33782	-68.87575	4.537933	0.003565163
8230	0	-65.51671	-70.18465	4.667939	0.003130535
8231	1	-65.58799	-70.26018	4.672199	0.003117227
8232	0	-64.36719	-68.91655	4.549355	0.003524672
8233	1	-64.31982	-68.8425	4.522685	0.003619941
8234	0	-66.05563	-70.3846	4.328968	0.004393716
8235	1	-64.95249	-69.35809	4.405597	0.004069604
8236	0	-65.82965	-70.17178	4.34213	0.004336262
8237	1	-64.39815	-68.87748	4.479328	0.003780343
8238	0	-64.55461	-69.14052	4.585904	0.003398175
8239	1	-64.33545	-68.87214	4.536692	0.003569592
8240	0	-64.36016	-68.90721	4.547051	0.003532805
8241	1	-64.32621	-68.85685	4.530646	0.003591237
8242	0	-68.20118	-72.4316	4.230419	0.004848766
8243	1	-64.37107	-68.92162	4.550554	0.003520452
8244	0	-65.31158	-69.68798	4.376403	0.004190165
8245	1	-64.41901	-68.98172	4.562706	0.00347793
8246	0	-64.59811	-69.18987	4.591761	0.003378333
8247	1	-65.36688	-69.73927	4.372393	0.004207002
8248	0	-64.439	-68.9091	4.470101	0.003815386
8249	1	-64.41931	-68.89362	4.474316	0.003799339
8250	0	-65.38729	-70.04714	4.659849	0.003155964
8251	1	-64.58386	-69.02998	4.446118	0.003907997
8252	0	-64.46912	-68.93339	4.464266	0.003837713
8253	1	-65.12161	-69.51268	4.391066	0.004129171
8254	0	-64.74029	-69.34846	4.608177	0.003323325
8255	1	-64.60366	-69.04708	4.443413	0.003918582
8256	0	-64.54898	-69.13408	4.585107	0.003400887
8257	1	-64.32905	-68.83393	4.504885	0.003684954
8258	0	-64.33904	-68.87758	4.538544	0.003562988
8259	1	-64.36267	-68.91056	4.547893	0.003529829
8260	0	-66.04624	-70.74324	4.696997	0.003040876
8261	1	-64.48978	-68.95037	4.460595	0.00385183
8262	0	-64.43136	-68.90305	4.471693	0.003809317
8263	1	-64.32422	-68.83305	4.508832	0.003670438
8264	0	-65.2059	-69.85349	4.647591	0.003194887
8265	1	-64.6506	-69.24883	4.598234	0.003356536
8266	0	-64.48599	-69.0614	4.575401	0.003434054
8267	1	-64.6443	-69.24179	4.597487	0.003359043
8268	0	-64.446	-69.01422	4.568225	0.003458788
8269	1	-64.40452	-68.96394	4.559424	0.003489361
8270	0	-64.51578	-68.97205	4.45627	0.003868525
8271	1	-64.3593	-68.85002	4.490719	0.003737526
8272	0	-65.68538	-70.3632	4.677822	0.003099749
8273	1	-65.04572	-69.44311	4.397384	0.004103166
8274	0	-64.33323	-68.83543	4.502203	0.00369485
8275	1	-64.3251	-68.8331	4.508007	0.003673468
8276	0	-64.7743	-69.19742	4.423118	0.003998923
8277	1	-65.80475	-70.14838	4.343636	0.004329737
8278	0	-64.82237	-69.43873	4.616357	0.003296251
8279	1	-64.33553	-68.83643	4.500892	0.003699696
8280	0	-64.32066	-68.83395	4.513292	0.003654106
8281	1	-64.33418	-68.87016	4.535987	0.003572107
8282	0	-64.32361	-68.83305	4.509445	0.00366819
8283	1	-64.48046	-68.94268	4.462222	0.003845566
8284	0	-64.89756	-69.30827	4.41071	0.00404885
8285	1	-65.13412	-69.52417	4.390053	0.004133357
8286	0	-64.82157	-69.43785	4.616281	0.003296503
8287	1	-64.35131	-68.89516	4.543846	0.003544146
8288	0	-66.32062	-70.63514	4.314517	0.004457669
8289	1	-64.46757	-68.93213	4.464552	0.003836617
8290	0	-65.30314	-69.95745	4.65431	0.003173494
8291	1	-64.32023	-68.84386	4.523624	0.003616543
8292	0	-64.36902	-68.85651	4.487486	0.003749628
8293	1	-65.11208	-69.50392	4.391844	0.004125963
8294	0	-65.08153	-69.71994	4.638411	0.003224352
8295	1	-65.17081	-69.55793	4.387123	0.004145488
8296	0	-64.61704	-69.21121	4.594162	0.003370229
8297	1	-64.81614	-69.23488	4.418743	0.004016457
8298	0	-64.39817	-68.87749	4.479324	0.003780359
8299	1	-65.08265	-69.72115	4.638497	0.003224074
8300	0	-64.35908	-68.84988	4.490796	0.003737238
8301	1	-64.82598	-69.44268	4.6167	0.00329512
8302	0	-64.621	-69.21565	4.594654	0.003368574
8303	1	-64.74303	-69.35149	4.608463	0.003322374
8304	0	-64.56356	-69.01255	4.448996	0.003896766
8305	1	-64.40992	-68.9706	4.560679	0.003484986
8306	0	-64.52626	-69.10805	4.581785	0.003412203
8307	1	-64.3429	-68.84013	4.497226	0.003713285
8308	0	-64.52964	-69.11193	4.58229	0.003410481
8309	1	-64.55506	-69.00529	4.450235	0.00389194
8310	0	-66.37588	-70.6875	4.311619	0.004470608
8311	1	-64.33815	-68.83766	4.49951	0.003704812
8312	0	-65.85855	-70.19895	4.340398	0.00434378
8313	1	-64.3588	-68.90538	4.546582	0.00353446
8314	0	-64.76148	-69.18598	4.424497	0.003993412
8315	1	-64.36217	-68.90989	4.547727	0.003530417
8316	0	-66.29792	-70.61364	4.315719	0.004452316
8317	1	-64.51759	-68.97357	4.455978	0.003869654
8318	0	-65.11219	-69.75293	4.640743	0.003216843
8319	1	-64.44321	-69.01089	4.567684	0.00346066
8320	0	-64.34629	-68.88812	4.541828	0.003551304
8321	1	-64.68606	-69.11909	4.433037	0.003959452
8322	0	-64.55087	-69.13625	4.585377	0.003399969
8323	1	-65.31761	-69.69357	4.37596	0.00419202
8324	0	-64.34382	-68.84063	4.496812	0.003714821
8325	1	-64.52716	-69.10908	4.58192	0.003411742
8326	0	-64.33615	-68.83671	4.500558	0.003700935
8327	1	-66.12532	-70.4504	4.325073	0.004410863
8328	0	-64.39081	-68.87203	4.481221	0.003773194
8329	1	-64.32409	-68.83305	4.508958	0.003669974
8330	0	-64.35775	-68.84902	4.491271	0.003735465
8331	1	-64.41534	-68.97723	4.561898	0.003480741
8332	0	-64.40559	-68.88309	4.477497	0.003787271
8333	1	-64.32276	-68.8501	4.527339	0.003603135
8334	0	-64.49171	-68.95197	4.460263	0.003853109
8335	1	-64.40641	-68.96628	4.559868	0.003487813
8336	0	-65.54646	-69.90648	4.360017	0.00425939
8337	1	-64.44345	-69.01119	4.567732	0.003460493
8338	0	-64.32773	-68.83357	4.505843	0.003681426
8339	1	-65.02115	-69.42064	4.399497	0.004094504
8340	0	-64.45999	-68.92596	4.46597	0.003831181
8341	1	-64.41451	-68.97622	4.561714	0.003481382
8342	0	-64.4475	-69.01602	4.568514	0.003457786
8343	1	-64.39205	-68.87294	4.480895	0.003774423
8344	0	-64.33049	-68.86425	4.533757	0.003580082
8345	1	-64.50623	-69.08492	4.578696	0.003422757
8346	0	-64.34497	-68.84128	4.496304	0.003716712
8347	1	-64.43495	-68.90589	4.470937	0.003812197
8348	0	-64.32834	-68.86063	4.532288	0.003585345
8349	1	-64.63077	-69.22663	4.595855	0.003364529
8350	0	-64.45925	-69.02997	4.570717	0.00345018
8351	1	-64.54361	-69.12795	4.584338	0.003403502
8352	0	-65.32598	-69.98181	4.655837	0.003168652
8353	1	-64.37273	-68.85906	4.486337	0.003753939
8354	0	-64.41641	-68.89138	4.474968	0.003796861
8355	1	-65.38646	-70.04626	4.659796	0.003156132
8356	0	-64.3386	-68.83788	4.499285	0.003705646
8357	1	-64.85445	-69.47382	4.619365	0.003286352
8358	0	-64.99881	-69.63067	4.631866	0.003245525
8359	1	-64.34875	-68.89159	4.542839	0.003547716
8360	0	-64.33942	-68.8383	4.498875	0.003707169
8361	1	-64.34992	-68.89322	4.543302	0.003546074
8362	0	-65.18211	-69.56835	4.386232	0.004149182
8363	1	-64.8603	-69.27461	4.414314	0.004034286
8364	0	-64.32886	-68.86152	4.532658	0.003584019
8365	1	-64.38418	-68.86719	4.483013	0.00376644
8366	0	-64.96917	-69.59859	4.629421	0.00325347
8367	1	-64.32688	-68.85807	4.531189	0.003589288
8368	0	-65.14821	-69.53713	4.38892	0.004138042
8369	1	-64.38354	-68.86673	4.48319	0.003765771
8370	0	-64.57429	-69.1629	4.588616	0.003388972
8371	1	-64.81586	-69.23463	4.418771	0.004016344
8372	0	-64.39746	-68.87697	4.479502	0.003779686
8373	1	-64.42344	-68.89684	4.473401	0.003802818
8374	0	-64.60275	-69.1951	4.592356	0.003376322
8375	1	-64.59583	-69.1873	4.591466	0.003379328
8376	0	-64.65104	-69.08833	4.437292	0.003942643
8377	1	-64.72441	-69.153	4.428598	0.003977067
8378	0	-65.16115	-69.80552	4.64437	0.003205194
8379	1	-68.79253	-73.00066	4.208132	0.004958042
8380	0	-64.56107	-69.01042	4.449357	0.003895361
8381	1	-64.87844	-69.5	4.621554	0.003279166
8382	0	-64.42376	-68.98749	4.563728	0.003474376
8383	1	-64.66074	-69.26017	4.599423	0.003352546
8384	0	-64.36187	-68.8517	4.489829	0.003740854
8385	1	-65.39413	-70.05441	4.660289	0.003154577
8386	0	-65.75119	-70.43269	4.681502	0.003088361
8387	1	-64.34053	-68.87979	4.539262	0.003560429
8388	0	-64.50668	-69.08545	4.578769	0.00342251
8389	1	-64.4871	-68.94816	4.461058	0.003850044
8390	0	-64.34311	-68.84024	4.497135	0.003713624
8391	1	-66.47227	-70.77891	4.306649	0.004492882
8392	0	-64.36671	-68.85494	4.488224	0.003746862
8393	1	-64.46585	-69.03776	4.571911	0.00344606
8394	0	-64.36671	-68.85494	4.488224	0.003746862
8395	1	-64.44551	-68.9143	4.468783	0.003820417
8396	0	-64.36235	-68.85201	4.489669	0.003741452
8397	1	-64.86232	-69.4824	4.620088	0.003283977
8398	0	-64.50136	-68.95999	4.458631	0.0038594
8399	1	-64.31933	-68.84043	4.521099	0.003625688
8400	0	-64.50136	-68.95999	4.458631	0.0038594
8401	1	-64.35988	-68.90683	4.546954	0.003533149
8402	0	-64.93049	-69.33811	4.407618	0.004061387
8403	1	-64.32973	-68.83414	4.504413	0.003686693
8404	0	-64.79681	-69.4107	4.613889	0.003304398
8405	1	-64.35893	-68.90556	4.546629	0.003534296
8406	0	-64.67367	-69.10819	4.434519	0.003953591
8407	1	-64.5855	-69.17561	4.590114	0.0033839
8408	0	-64.34647	-68.88837	4.541901	0.003551046
8409	1	-65.25801	-69.6384	4.380391	0.004173487
8410	0	-65.60963	-70.2831	4.673468	0.003113275
8411	1	-64.5618	-69.14871	4.586909	0.003394765
8412	0	-65.72097	-70.06976	4.348791	0.004307477
8413	1	-64.68008	-69.28172	4.60164	0.003345122
8414	0	-65.13952	-69.52914	4.389618	0.004135157
8415	1	-64.66603	-69.10147	4.435446	0.003949928
8416	0	-64.60966	-69.2029	4.593235	0.003373354
8417	1	-64.87414	-69.49531	4.621165	0.003280441
8418	0	-65.68502	-70.03606	4.351047	0.00429777
8419	1	-64.32219	-68.83325	4.511057	0.003662279
8420	0	-64.51402	-68.97058	4.456552	0.003867433
8421	1	-65.32166	-69.97721	4.65555	0.003169561
8422	0	-65.066	-69.46167	4.395666	0.004110222
8423	1	-64.51412	-68.97066	4.456536	0.003867495
8424	0	-64.68906	-69.29171	4.602649	0.003341747
8425	1	-65.39472	-70.05505	4.660327	0.003154456
8426	0	-64.38519	-68.86792	4.482734	0.003767488
8427	1	-64.48376	-68.9454	4.46164	0.003847805
8428	0	-64.548	-68.99928	4.451281	0.003887873
8429	1	-68.23245	-72.46165	4.229204	0.004854661
8430	0	-65.02027	-69.65387	4.633602	0.003239895
8431	1	-65.1047	-69.49715	4.392448	0.004123469
8432	0	-64.33375	-68.83565	4.501899	0.003695972
8433	1	-64.32224	-68.83323	4.51099	0.003662524
8434	0	-64.45484	-68.92179	4.466953	0.003827416
8435	1	-64.35722	-68.90325	4.546029	0.003536417
8436	0	-65.10519	-69.4976	4.392409	0.004123633
8437	1	-64.32666	-68.83334	4.506673	0.003678372
8438	0	-65.49558	-69.85901	4.363431	0.004244873
8439	1	-64.91627	-69.54118	4.624909	0.003268184
8440	0	-65.1639	-69.55157	4.387669	0.004143221
8441	1	-64.95415	-69.3596	4.405446	0.00407022
8442	0	-65.98651	-70.68049	4.693981	0.003050062
8443	1	-66.78858	-71.0796	4.291023	0.004563636
